,idx,class,conversation
2606,2606,협박 대화,"너 뭐하냐? 미쳤냐? 정신 똑바로 안차려?
 대가리에 쳐 들고있는게 없으니까 그러는거 아니야? 정상적인 사고가 안돼? 너 문제있어?
 내가 저번에 또 이지랄나면 너 죽여버린뎄지? 진짜 죽여줘?
 또 이런거보면 귓구멍이 쳐 막혀있나보지? 내가 전동드릴 가져와서 쑤셔박아줘?
 애새끼가 애미애비한테 어떻게 쳐 배웠길래 이래? 부모 뒤졌어?
 안뒤졌어? 처신 잘해. 또 이지랄하면 내가 죽여버릴거니까."
2607,2607,갈취 대화,"아직 레벨업 하고 있어요. 조금만 기다리세요.
저도 뭐 돈을 받아야 드리죠. 혹시 몰라서 변경 해둔겁니다.
그건 그때고 마음이 달라졌어요. 제가 내일 중으로 레벨 업 해서 드릴테니 10만원만 더 입금하세요.
그렇게는 안 되죠. 제가 레벨업 시켜놓은 게 있는데. 그러면 그냥 이 계정 폭파시킬게요 동의 하시는 거죠?
그럼 뭐 어떻게 할건데요 10만원 더 주실거예요 어떡할거에요. 질질 끌지 마세요."
2608,2608,직장 내 괴롭힘 대화,"박과장! 나하고 이야기 좀 하지.
 어쭈 이 자식이 과장달았다고 눈에 뵈는게 없나 너 죽고싶어?
 이게 보자 보자 하니까 막 가는데.
 이 자식이 산 입이라고 주둥이를 마구 놀리는데 야 내가 너 쥐도 새도 모르게 묻어버릴 수 있어.
 비웃어? 비웃어? 이야 세상 말세네.
 네가 한이사 빽믿고 그러는 모양인데 언제까지 가나 보자. 낼 메일 확인이나 잘 해."
2609,2609,기타 괴롭힘 대화,"야 옆반에 걔 봤냐? 어제 전학 온애??
그니까 그거 겁나 웃기지않냐?
다음에 옆에서 놀래켜봐 그럼 반응도 겁나 웃겨
그리고 뭔가 옆에가면 냄새도 좀 나는거 같지않냐?
그래서 걔네반 애들도 잘 안다가가는거잖아"
2610,2610,갈취 대화,"의원님 드릴 말씀이 있어서 왔는데요.
 의원님이 저한테 성내실 입장이 아닐 텐데요.
 하하. 대선도 노리신다는 분이 통이 너무 작으십니다. 저번에 주신 돈은 경마장에서 다 썼지요.
 의원님 아드님께서 보통 말썽꾸러기가 아니던데요.
 아드님께서 만취하고 여학생을 성폭행한 영상을 입수했습니다.
 부정하고 싶으시겠죠. 운 좋게 이 영상이 제 손으로 들어왔네요. 원본은 이것뿐이니 의원님께는 다행이라면 다행이네요.
 3억. 승낙하지 않으신다면 바로 유포하겠습니다. 이게 세상에 알려지면 아드님은 물론이고 의원님 인생길도 꽤나 재밌어지겠네요."
2611,2611,협박 대화,"얘는 진짜 칼로 찔려봐야 정신을 차릴거같은데?
진짜 맘에 안드네
아 잠만 말로 해
이빨 부러질 준비 해라
아니 넌 그냥 죽어"
2612,2612,기타 괴롭힘 대화,"야 !
 그래 너 ! 으 냄새나
 무슨 냄새긴 ! 쓰레기 냄새지
 너 안씻고 다니니.?
 으 냄새나 저리가 ! 애들아 얘 냄새 나니깐 가까이 가지마"
2613,2613,협박 대화,"죽고싶냐
근데 왜 약속을 안지켜
죄송할 짓을 하지마!
노력말고 성과를 가져오라고
이번에도 못하면 알지 진짜 마지막이야 이 세상에서 못 살줄 알아"
2614,2614,직장 내 괴롭힘 대화," 네? 그게 무슨 말씀이세요?
 편한 복장이 업무에 차질이 생기나요? 애초에 회사 규정에 자율복장이 있지 않나요?
 제가 부드러워진다고요.? 전 정말 이해가 하나도 안가네요.
 네????? 넘 불쾌하네요. 대표님께 말씀드리겠습니다.
 두고보십시오. 절대 그냥 넘어가지 않겠습니다."
2615,2615,기타 괴롭힘 대화,"? 지금 나 말하는거야?
왜 내가 찐따야?
계속 찐따처럼 행동하니까 그렇지.
너네보다는 괜찮게 생기고 잘 행동하는데?
아 쫌 내둬."
2616,2616,기타 괴롭힘 대화,"야야 그거 알아?
아니 쟤 있잖아 보육원에서 산대
응응내가 지나가다 봤음
너네 혹시 내 얘기 했어.?
에이 우리가 왜 니 얘기를 하니?"
2617,2617,갈취 대화,"운전 똑바로 않해! 아이고 사람죽네
니눈엔 괜찮아보이냐? 아이구아이구 허리야
됐어 내가 알아서 할테니 병원비나 줘
영말귀를 못알아 듣네
좋은 말할때 합의금 내놓으라구 아니면 똑같이 밀어버릴테니까 다쳐볼래?"
2618,2618,기타 괴롭힘 대화,"나 잠깐 볼 일보러 화장실 다녀오려고! 반에서 기다려!
그래그래 안 그래도 왜 저렇게 화장실 많이 가는지 궁금했어.
어? 너네들이 여기 왜 왔어? 내가 반에서 기다리라고 했잖아
응. 속이 너무 안 좋아서 어제 뭘 잘 못 먹었나봐.
뭘 잘못 먹었나 보다고. 크게 말하지마 애들 다 듣잖아 쉬는시간인데.
야 말하지 말라고 했잖아. 애들한테 소문나면 어떡하려고 그래
인정 자기가 뭐 되게 애들한테 인기 많은지 착각하고 있나봐 착각 적당히해. 아오씨 토나올거 같아 진심"
2619,2619,직장 내 괴롭힘 대화,"아니 뭘 이런 걸 다 다음에도 급하면 미리 말해줘요
내가 뭐 도움이 됐다니 다행이네. 
아 그럼 혹시 진짜 별 뜻은 없는데 오늘 일 끝나고 나랑 술한잔 할래요?
내가 뭐 잡아먹기라도 한데요? 그냥 내가 나이먹고 술친구가 없어서 그래 
내 와이프는 그런 거 의심안해 그냥 딱 가볍게 마시고 갑시다. 응? 뭐 수진씨도 손해보는 건 아니잖아 더 좋은 용돈벌이가 될 수도 있는거고.
수진씨 생각보다 막힌 사람이구나. 당장 여기 관두고 나면 집안 사정도 어려운데 괜찮아?난 다 수진씨 도와주려고 하는건데말이지."
2620,2620,협박 대화,"야 너가 미쳤지 진짜?
너 내가 눈깔 그렇게 뜨고 쳐다보지 말라 그랬지?
그럼 다야? 너 나한테 죽어 볼래 진짜?
너 진짜 그러다가 죽는 수가 있어. 알았어?
진짜야. 너 한 번만 더 그러면 눈깔을 확 파버린다."
2621,2621,직장 내 괴롭힘 대화," 휴가? 무슨 휴가? 휴가가 있었나? 자네 회사 생활 몇년 했지?
 4년? 그거 밖에 안했어? 신대리. 나때는 말이야. 연차란게 존재하질 않았어. 급한일? 무슨 급한일 있는데? 말해보게
 간호? 가만있어보자. 신대리 이거! 인사팀에 다은씨하고 자러가는거 아니야? 눈빛이 이상한데? 내 저번에 회식때부터 알아봤다니까?
 지나치긴 뭐가 지나쳐? 내가 실수한거야? 하. 나원 너 회사 그만 다니고 싶어?
 됐고 너 휴가 쓰지마. 대리 나부랭이가 휴가는 무슨 휴가야. 너 시말서써 당장"
2622,2622,협박 대화,"김사장 빌려간 돈 언제 줄거야?
그렇긴한데 내가 돈이 좀 급해서 당장줬으면 좋겠어
그러면 다른거로 줘 기왕이면 눈동자 한일 어때
눈동자 하나면 나도 많이 탕감해줄수 있는데 왜 싫어?
눈병신은 되기 싫은가보네 당장. 돈가져올수 있겠어?
이제야 말이 통하네"
2623,2623,직장 내 괴롭힘 대화,"한나씨 이거 저번에 알려준건데요?
한나씨는 맨날 그렇게 까먹으면 일을 언제 잘하려고요? 회사 놀러다녀요?
아니 진짜 신기하네? 그 머리로 우리 회사 어떻게 들어왔어요? 
옆팀 신입들은 빠릿빠릿하고 똑똑하던데. 휴 진짜 답답해 죽겠네
됐고 나 바쁘니까 김대리한테 물어봐요"
2624,2624,기타 괴롭힘 대화," 와썹 멈춰맨. 하핳.
 그 그 그 그럴까? 조 조 조 좆까! 키킥.
 하 하 하지마!
 야 말 가려서 해라. 이건 하늘에서 정의가 빗발치는 현장이다 폭력이 아니라. 하핳.
 도 돌려줘.
 야 근데 너도 이거 비슷한 거 보지 않냐?
 아 키킥 이거네.
 이게 갖고 싶으면 키킥 점심시간에 옥상으로 따라와라."
2625,2625,갈취 대화,"100만원만 어떻게 해주라.
자기도 알잖아. 나 이번에 못 막으면 신용불량 되는 거.
코로나 때문에 다 어긋나서 그러는데 어떡해? 그럼 죽어? 이러지 말고 한 번만 더 도와주라.
너 진짜 이럴래?
헤어지면 감당은 할 수 있고?
내 핸드폰에 니 영상만 몇 백개야. 니가 돈 안 해주면 그거 팔아서 돈 마련할거야. 그게 싫으면 잔말말고 돈 해 와."
2626,2626,기타 괴롭힘 대화,"이거 좀전에 사간건데 환불해 주세요
그럼 뜯어서 먹어봐야 알지
호두아이스크림이 호두가 없어 먹어봐야 알수 있는거 아니요?
아니 호두아이스크림에 호두가 없으면 바꿔주는게 정상이지
내가 오늘 환불 받아가나 안가나 여기 있어보면 알겠지"
2627,2627,갈취 대화,"저기요. 
죄송한데.
돈좀.
배가 너무 고파서 그런데 .
당장 안 내놓으면 죽여버릴거니까 빨리 내놔!!!"
2628,2628,협박 대화,"야 오랜만이다. 역시 니가 제발로 들어오다니.
내가 어떻게 잡았는데 쉽게 풀어주냐?
그래 너를 상대해줄게 그러니까 왜 도망갔어.
머라고 지금 장난해 이게 먹어주고 재워졌더니 발악을 하네. 니네 가족 목숨 나한테 있어
그니까 잘해 니 행동으로는 너 보는 앞에서 가족들 죽여줄게"
2629,2629,기타 괴롭힘 대화,"야 너 진짜 못생겼다
얼굴이 그게 뭐니?
초면이고 뭐고 너 얼굴 갈아엎으라고
경찰도 니 얼굴 보고 도망가겄다
못생겼으면 집안에 쳐박혀 있어 나오지 말고"
2630,2630,기타 괴롭힘 대화,"야 봐바 손 하나가 없냐?
장애인 새끼
사회에 도움이 되지도 않는데 죽어버려
해봐 븅신아 줘 패버린다 
하여간 장애인들은 같이 살수가 없다"
2631,2631,협박 대화,"죽고 싶지 않으면 내가 말한 그걸 가지고 와.
가족이 있던데. 가족이 다쳐야 말을 듣지? 
팔이 부러져야 말을 듣지? 
이가 다 빠져서 틀니로 씹어봐야 말을 듣지?
진작 그럴 것이니. 하루 더 시간을 주겠다."
2632,2632,직장 내 괴롭힘 대화,"야 술 받으라고!
 너는 어째 회사 안이나 밖이나 똑같냐? 너네 애미도 말귀 못 알아들어?
 하긴 부모가 개판이니까 이런 자식새끼를 낳았겠지.
 그만? 그만?
 너가 드디어 미쳤구나. 내가 너 죽을 때까지 괴롭혀줄게."
2633,2633,직장 내 괴롭힘 대화,"씨 잠깐만 여기로 와봐
 아직 상사분들 아무도 안들어가셨는데 퇴근을 하네?
 이래서 여자를 쓰면 안돼. 임신이면 임신이라고 쉬어 퇴근은 애때문에 일찍해. 이래서 회사가 발전이 없지
 이렇게 매번 혼자 일찍 퇴근하고 회식은 싹다 불참석에. 혼자 애 키우는 티좀 그만내.
 애 봐줄 다른사람 없어? 아 없구나 씨 싱글맘이라고 했지?
 돈을 쓰던지 뭘 하던지 해서 업무에 집중이나 잘 하라고 알겠어?"
2634,2634,갈취 대화,"야 너 거기 뭐냐? 1학년?
너 이번에 학생회 새로 들어온 1학년이지 그치?
별 건 아니고 너희끼리 시험지 돌려봤다는 거 학생들이 알면 어떻게 될까?
시치미떼지 마. 이미 증거 다 있어. 너희끼리 시험지 미리 빼돌렸다는 거 알아. 선생님들이 알면 어떻게 될 것 같아?
그래서 또 시키고 있잖아. 내가 시키는 것도 그냥 조용히 하면 돼.
너희 체육대회 예산으로 받은 거 딱 3분의 1만 현금으로 줘. 
그러니까 잘 해봐야지. 아니면 그만큼의 돈을 구해오던가."
2635,2635,기타 괴롭힘 대화,"손이 왜그러세요?
아 그러시구나 우리애가 놀래서요 안보이게 주머니에 좀 넣으세요
손좀 가리시라구요
저희 애가 놀래니까요
저희는 둘이잖아요 아프신 . 아니 혼자이신분이 좀 가세요"
2636,2636,갈취 대화,"여보세요. 누구시죠?
네? 무슨 말씀이시죠?
제가요?
아. 바로 확인해서 전화드릴게요.
아 죄송합니다."
2637,2637,직장 내 괴롭힘 대화,"이것좀 처리하고 가게
오늘까지 해주고 가
그런데?
그래? 그럼 몇시간이면 되겠어?
그럼 내가 4시간 기다릴테니까 해줘
나같은 상사가 어딨냐 일 끝날때까지 기다려주고그렇지??"
2638,2638,갈취 대화,"이 축구공 니거야?
이거 형이 좀만 가지고 놀다 줄게
너 형이 누군지 몰라? 학교 재미있게 다니게 해줄까?
형이 화가 좀 나려고 하네 너 1학년 몇반이랬지?
알았으니까 형 공가지고 놀게 안보이는데로 좀 가"
2639,2639,갈취 대화,"할머니 돈좀 빌려주세요
담배 사게요
할머니 돈 많차나
할머니가 뭔데 
거기 주머니에 돈 보이네"
2640,2640,갈취 대화,"엄마 나 돈줘 돈주라고
우리집은 왜이렇게 지지리 궁상이야?
미안하면 돈이나 더주던가 친구들은 더 좋은거 신고다닌단말야 나만 이런거 들고 다녀
또 거지같은거 사주지말고 이건 뭐야? 돈 더있었잖아!!
나 이거 줘
아 몰라몰라 나 들고 나갈거야 왜 이런 집구석에 나를 태어나게해서 엄마는 죄인이야!"
2641,2641,갈취 대화,"어이 거기요
어 너거기 서봐
나 지금차비가없는데 돈좀 줘봐
거참말많네 그럼내가그냥뒤져서가져가?
그럼내가 뒤져서나오면 어떻할래?"
2642,2642,기타 괴롭힘 대화,"푸핫 야 너 배좀 봐 밥이 들어가니?
아니 너만 보면 진짜 한심해서 그래
결혼은 할 수 있겠니? 진짜 쪽팔려서 어디나 같이 다니겠니?
아니? 더 남았다 임마 자기관리도 제대로 못하는 놈
됐다 돼지 냄새나는 놈이랑 무슨 얘기를 하겠니 말시키지마"
2643,2643,직장 내 괴롭힘 대화,"아 여보세요? 섬섬씨
나 지금 들어가는데 컵라면 물 좀 받아 놔 선보다 좀 적게 편의점가서 김치도 좀 사 놓고 엉? 가자마자 바로 먹게
아 그리고 우리 아들 내일 휴가 나오는데 픽업 좀 해줘
선약?
여자친구? 결혼할 사이인가?
아 그래? 예쁜가? 상사 부탁까지 거절할정도면 엄청 쌔끈한가봐? 학교는 어디나왔나?"
2644,2644,직장 내 괴롭힘 대화,"출산휴가 꼭 가야되는거야?
그런데 그거하고오면 회사생활 잘할것같아?
바쁠때 이기적으로 굴면 고과도 낮게줄수밖에없어
아무리 사내 제도라고해도 너처럼 생각없는인간 못봤다
눈치도 없구 우리땐 애태어나도 새벽까지회사있었어"
2645,2645,기타 괴롭힘 대화,"야 너가 그걸 할 수 있냐?
퓻 너가? 너같은 바보새끼가 그걸?
너 꼴등이잖아
왜 모르냨 딱 봐도 머리가 텅텅 비어보이는데
 걍 처음부터 시도하지마"
2646,2646,직장 내 괴롭힘 대화,"지수씨는 어쩜 그렇게 잘먹을까?
아니 보고있으면 너무 잘먹어서 기빨린다 해야하나?
너무 비버같이 오물오물 잘먹어서 귀엽다는 말이야 나는 안먹어도 배부르네?
그래그래 그렇게 칭찬으로 들어야 편하다 지수씨 나는 지수씨랑 회식때 같이 앉으면 밥안먹어도 배부르더라고
혹시 어디 소개팅 같은데 나가도그렇게 먹니?
 내가 노파심에 하는 말인데 그렇게 비버같이 먹다가는 남자들 다 도망간다구 생각하고 하는 말이야"
2647,2647,직장 내 괴롭힘 대화,"박인턴 어제 말한거 다 했어?
뭐야 기억 안 나?
뭐가 죄송한데 일을 그렇게 할거야?
널 보면 우리 회사가 어떻게 돌아가는지 답이없다
출근 왜 하니 월급 축내기 밖에 더해"
2648,2648,직장 내 괴롭힘 대화,"선생님 이번에 수학여행좀 저 대신 다녀와주세요
네
아 제가 몸이 좀 안좋을것같아서 부탁좀 드릴게요
선생님 곧 계약 끝나시지않으세요? 여기 이사장 우리 외삼촌인거 아시죠?
이번 수학여행만 잘다녀오시면 제가 말씀좀 드려볼게요 외삼촌이 저 이뻐하시거든요 애들 데리고 수학여행 갈 생각하니까 벌써부터 두통이와서 잠이안와 피부가 푸석푸석해지더라구요"
